"CSIScontractID","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","MajorCommandID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsSomeCompetition","IsFullAndOpen","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork"
8341043,1,16723465,0,0,2005,2005,0,"","W912GB05C0046",NA,"",23356,"","2100","W912GB",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,16723465,"2005-09-30 00:00:00.0000000","2005-09-30 00:00:00.0000000",0,0,0,0,0,0,16723465,0,0,12,0,0,0,0,0,0,0
24501127,2,7688736,7688736,7688736,2008,2011,1,"W15P7T06DB207","0005",NA,"",57261,"","2100","W15P7T",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,7688736,"2008-08-11 00:00:00.0000000","2011-02-07 00:00:00.0000000",0,0,0,0,0,0,7688736,7688736,7688736,NA,0,1,0,0,0,0,0
18795072,3,37465109,37465109,37465109,2007,2007,1,"N0017403D0002","0015",NA,"",251285,"","1700","N00174",NA,NA,NA,"J","000","ONE","D",NA,NA,NA,"True",NA,NA,37465109,"2007-08-20 00:00:00.0000000","2007-09-19 00:00:00.0000000",0,0,0,0,0,0,37465109,37465109,37465109,NA,0,1,0,0,0,0,0
20533288,1,342507,0,0,2003,2003,1,"SP310002D0001","0029",NA,"",191150,"","97AS","0004",NA,NA,NA,"J","4000","","A",NA,NA,NA,"True",NA,NA,342507,"2003-04-04 00:00:00.0000000","2003-04-04 00:00:00.0000000",0,0,0,0,0,0,342507,0,0,7,0,0,0,0,0,0,0
10082805,3,1208624,0,0,2006,2011,1,"FA852304D0001","0025",NA,"",188172,"","","",NA,NA,NA,"","000","","C",NA,NA,NA,"False",NA,NA,1208624,"2006-06-30 00:00:00.0000000","2011-06-30 00:00:00.0000000",0,0,0,0,0,0,1608624,0,0,NA,0,1,0,0,0,0,0
19078252,4,6058376,0,0,2002,2002,1,"N6133900D0021","12",NA,"",117261,"","1700","A8305",NA,NA,NA,"U","2000","FAIR","A",NA,NA,NA,"False",NA,NA,6058376,"2002-02-22 00:00:00.0000000","2002-09-16 00:00:00.0000000",0,0,0,0,0,0,3975708,0,0,NA,0,0,0,0,0,0,0
19448334,6,21424222,0,0,2003,2005,1,"N6893997D0041","EP48",NA,"",27991,"","1700","",NA,NA,NA,"K","","","A",NA,NA,NA,"True",NA,NA,21424222,"2003-09-29 00:00:00.0000000","2005-03-28 00:00:00.0000000",0,0,0,10005319,0,0,10206872,0,0,NA,0,1,0,0,0,4,1
2963242,11,13258826.7,0,0,2004,2013,0,"","N0002404C6108",NA,"",23356,"","","",NA,NA,NA,"","000","","A",NA,NA,NA,"True",NA,NA,13258826.7,"2003-12-22 00:00:00.0000000","2013-08-06 00:00:00.0000000",57900,0,0,11143113.7,0,0,1921912,0,0,NA,0,1,0,1,1,6,1
2965727,97,38418468,0,0,NA,2002,0,"","N0002495C4120",NA,"",23356,"","1700","BZ004",NA,NA,NA,"U","2000","","A",NA,NA,NA,"False",NA,NA,38418468,"1999-10-29 00:00:00.0000000","2002-08-22 00:00:00.0000000",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20691941,1,48710,48710,48710,2010,2010,1,"SPM20005D0937","EY76",NA,"",406001,"","97AS","SPM200",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,48710,"2010-09-14 00:00:00.0000000","2010-09-14 00:00:00.0000000",0,0,0,0,0,0,48710,48710,48710,5,0,0,0,0,0,0,0
21310090,1,2739,2739,2739,2008,2008,1,"SPM20005D6223","DK52",NA,"",177519,"","97AS","SPM200",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,2739,"2008-08-19 00:00:00.0000000","2008-08-19 00:00:00.0000000",0,0,0,0,0,0,2739,2739,2739,3,0,0,0,0,0,0,0
7883532,23,76028000,230100717,549849273,2008,2010,0,"","W15QKN08C0054",NA,"",23356,"","2100","W15QKN",NA,NA,NA,"","000","","A",NA,NA,NA,"False",NA,NA,76028000,"2007-12-20 00:00:00.0000000","2010-05-25 00:00:00.0000000",0,-2754591,-2754591,0,0,0,1.9e+07,232348987,552097543,NA,0,1,0,4,1,2,1
8443324,8,2646595,2646595,2646595,2006,2007,0,"","W912P906C0414",NA,"",23356,"","2100","W912P9",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,2646595,"2006-09-20 00:00:00.0000000","2007-06-06 00:00:00.0000000",-44286,-44286,-62286,1412796,1412796,315000,1278085,1278085,2393881,NA,0,1,0,3,1,2,1
8162905,44,18329153.18,18329914.39,18329914.39,2006,2009,0,"","W9123806C0020",NA,"",23356,"","2100","W91238",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,18329153.18,"2006-07-20 00:00:00.0000000","2009-09-21 00:00:00.0000000",513009.3,513009.3,513009.3,17816143.88,10445900.09,2822100.09,0,7371005,14994805,NA,0,1,0,8,1,35,1
24595572,2,6814650.41,6814650.41,6814650.41,2012,2013,1,"W81XWH08D0028","0025",NA,"",261645,"","2100","W81XWH",NA,NA,NA,"U","000","ONE","A",NA,NA,NA,"False",NA,NA,6814650.41,"2012-09-30 00:00:00.0000000","2013-09-26 00:00:00.0000000",2249124.5,2249124.5,2249124.5,0,0,0,4565525.91,4565525.91,4565525.91,NA,0,1,0,1,1,0,0
20423484,9,24096838.02,24096838.02,24096838.02,2006,2009,1,"SP060006D4504","B001",NA,"",149266,"","97AS","SP0600",NA,NA,NA,"K","000","","D",NA,NA,NA,"True",NA,NA,24096838.02,"2005-12-16 00:00:00.0000000","2009-01-21 00:00:00.0000000",0,0,0,-60365.08,-60365.08,-60365.08,17971408.61,17971408.61,17971408.61,NA,1,1,1,0,0,2,1
7967541,32,151701416.1686,151701416.1686,151701416.1686,2007,2013,0,"","W56HZV07CA500",NA,"",23356,"","2100","W56HZV",NA,NA,NA,"J","746","","C",NA,NA,NA,"True",NA,NA,151701416.1686,"2007-03-01 00:00:00.0000000","2013-09-04 00:00:00.0000000",1168412.56,1168412.56,1168412.56,76015469.07,76015469.07,76015469.07,12035920.7,12035920.7,12035920.7,NA,0,1,0,3,1,16,1
7953488,45,189504038.73,0,0,2005,2013,0,"","W52P1J05C0075",NA,"",23356,"","2100","W52P1J",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,189504038.73,"2005-08-18 00:00:00.0000000","2013-09-25 00:00:00.0000000",729096.73,0,0,94289335.7,0,0,29999988,0,0,NA,0,1,0,8,1,12,1
24568045,12,20149668,20149668,20149668,2008,2013,1,"W58RGZ04G0023","0082",NA,"",151447,"","2100","W58RGZ",NA,NA,NA,"U","278","","C",NA,NA,NA,"False",NA,NA,20149668,"2008-06-10 00:00:00.0000000","2013-09-30 00:00:00.0000000",6699806,6699806,6699806,150000,150000,150000,13299862,13299862,13299862,NA,0,1,0,5,1,3,1
557002,13,3645036,0,0,2001,2006,0,"","DACW3101C0023",NA,"",23356,"","2100","",NA,NA,NA,"J","","","D",NA,NA,NA,"True",NA,NA,3645036,"2001-04-11 00:00:00.0000000","2005-11-22 00:00:00.0000000",705604,0,0,0,0,0,1e+06,0,0,NA,0,1,0,6,1,0,0
2963768,15,73915073.54,0,0,2006,2011,0,"","N0002406C5422",NA,"",23356,"","","",NA,NA,NA,"","000","","C",NA,NA,NA,"True",NA,NA,73915073.54,"2006-04-28 00:00:00.0000000","2011-02-16 00:00:00.0000000",2740024,0,0,26938677,0,0,10748000,0,0,NA,0,1,0,1,1,6,1
24768632,3,31443315,0,0,2004,2005,1,"W912D104D0004","0004",NA,"",118859,"","2100","W912D1",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,31443315,"2004-07-01 00:00:00.0000000","2004-11-12 00:00:00.0000000",2910381,0,0,0,0,0,28532934,0,0,NA,0,1,0,2,1,0,0
19167034,3,2822040,0,0,2001,2001,1,"N6247298D0810","5",NA,"",296678,"","1700","C2472",NA,NA,NA,"J","2000","","A",NA,NA,NA,"True",NA,NA,2822040,"2000-10-20 00:00:00.0000000","2001-09-26 00:00:00.0000000",0,0,0,0,0,0,2275000,0,0,NA,0,1,0,0,0,0,0
3397205,4,7680090,7680090,7680090,2011,2011,0,"","N4044211C1050",NA,"",23356,"","1700","N40442",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,7680090,"2010-12-29 00:00:00.0000000","2011-05-05 00:00:00.0000000",0,0,0,785915,785915,785915,6894175,6894175,6894175,NA,0,1,0,0,0,2,1
24866353,4,15810697.92,15810697.92,15810697.92,2010,2011,1,"W912P809D0042","0003",NA,"",194957,"","2100","W912P8",NA,NA,NA,"J","000","FAIR","D",NA,NA,NA,"True",NA,NA,15810697.92,"2010-03-26 00:00:00.0000000","2010-10-21 00:00:00.0000000",0,0,0,0,0,0,15810697.92,15810697.92,15810697.92,NA,1,1,1,2,1,0,0
1201479,170,329734909.62,0,0,NA,2011,0,"","F4263099C0170",NA,"",23356,"","5700","",NA,NA,NA,"","000","","A",NA,NA,NA,"",NA,NA,329734909.62,"1999-12-21 00:00:00.0000000","2011-09-19 00:00:00.0000000",18138339,0,0,56828615,0,0,0,0,0,0,1,1,1,10,1,58,1
24798320,11,2284062,2284062,2549062,2010,2013,1,"W912DY09D0037","0071",NA,"",30596,"","2100","W912DY",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,2284062,"2010-09-27 00:00:00.0000000","2013-05-31 00:00:00.0000000",149960,149960,414960,5663,5663,5663,2128439,2128439,2128439,NA,0,1,0,5,1,1,1
1300641,35,45849202.2408,45849202.2408,45849202.2408,2008,2013,0,"","FA485508C0017",NA,"",23356,"","5700","FA4855",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,45849202.2408,"2008-09-23 00:00:00.0000000","2012-10-31 00:00:00.0000000",0,0,0,36916156.21,36916156.21,-242349.79,2038662,2038662,39197168,NA,0,1,0,1,1,8,1
18946512,3,13421111.73,13421111.73,13421111.73,2011,2011,1,"N0038310D008D","0002",NA,"",26879,"","1700","N00383",NA,NA,NA,"J","000","ONE","D",NA,NA,NA,"True",NA,NA,13421111.73,"2010-12-08 00:00:00.0000000","2011-06-24 00:00:00.0000000",0,0,0,0,0,0,11632253.72,11632253.72,11632253.72,NA,0,1,0,0,0,0,0
25801281,4,17641284.25,17641284,17641284,2013,2013,1,"H9222213D0005","0005",NA,"",278858,"","97ZS","H92222",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,17641284.25,"2013-07-02 00:00:00.0000000","2013-09-23 00:00:00.0000000",0,0,0,7451121.5,12788400,12788400,5997823,12102785,12102785,NA,0,1,0,0,0,1,1
24506200,12,12847141.5625,12847141.5625,12847141.5625,2012,2013,1,"W15P7T10DC007","0023",NA,"",411546,"","2100","W15P7T",NA,NA,NA,"J","296","","C",NA,NA,NA,"True",NA,NA,12847141.5625,"2012-07-18 00:00:00.0000000","2013-04-17 00:00:00.0000000",0,0,0,10602672.5625,10602672.5625,10602672.5625,2244469,2244469,2244469,NA,0,1,0,0,0,11,1
9903941,27,107772021,0,0,2003,2004,1,"F3460199D0002","0039",NA,"",333502,"","5700","GD60",NA,NA,NA,"J","","","A",NA,NA,NA,"True",NA,NA,107772021,"2002-10-25 00:00:00.0000000","2004-03-04 00:00:00.0000000",0,0,0,7680923,0,0,15518297,0,0,NA,1,1,1,0,0,2,1
18176041,2,15871549,15871549,15871549,2012,2012,1,"H9400304D0004","0210",NA,"",399014,"","9771","H94003",NA,NA,NA,"U","000","FAIR","A",NA,NA,NA,"False",NA,NA,15871549,"2012-05-01 00:00:00.0000000","2012-05-07 00:00:00.0000000",0,0,0,0,0,0,15871549,15871549,15871549,NA,0,1,0,0,0,1,1
22752481,1,173966.1,173966.1,173966.1,2012,2012,1,"SPM8EJ09D0022","108B",NA,"",214920,"","97AS","SPM8EJ",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,173966.1,"2012-02-07 00:00:00.0000000","2012-02-07 00:00:00.0000000",0,0,0,0,0,0,173966.1,173966.1,173966.1,14,0,0,0,0,0,0,0
22687343,2,732194,732194,732194,2012,2013,1,"SPM7LX12D9006","1318",NA,"",350511,"","97AS","SPM7MX",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,732194,"2012-06-22 00:00:00.0000000","2013-02-13 00:00:00.0000000",0,0,0,0,0,0,732194,732194,732194,NA,0,1,0,0,0,0,0
20477090,1,161838,0,0,2004,2004,1,"SP075001D9707","0648",NA,"",261842,"","97AS","0700",NA,NA,NA,"K","000","","C",NA,NA,NA,"True",NA,NA,161838,"2003-11-07 00:00:00.0000000","2003-11-07 00:00:00.0000000",0,0,0,0,0,0,161838,0,0,1,0,0,0,0,0,0,0
18801814,51,42281221.2598,804732009,804732009,2007,2013,1,"N0017804D4119","FC07",NA,"",11553,"","1700","N00164",NA,NA,NA,"","000","FAIR","A",NA,NA,NA,"False",NA,NA,42281221.2598,"2007-06-29 00:00:00.0000000","2013-09-27 00:00:00.0000000",0,0,0,0,0,0,3872123.95,47337177,47337177,NA,0,1,0,0,0,0,0
1175027,26,18373713.39,0,0,2003,2010,0,"","F1962803C0005",NA,"",23356,"","","",NA,NA,NA,"","000","","C",NA,NA,NA,"",NA,NA,18373713.39,"2002-11-21 00:00:00.0000000","2010-09-15 00:00:00.0000000",0,0,0,3220727.28,0,0,2407500,0,0,NA,0,1,0,0,0,16,1
24740891,13,4175064,4175064,4175064,2007,2008,1,"W9128F04D0012","0011",NA,"",38007,"","2100","W9128F",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,4175064,"2006-10-13 00:00:00.0000000","2008-02-22 00:00:00.0000000",291064,291064,291064,0,0,0,750000,3884000,3884000,NA,0,1,0,9,1,0,0
20415419,1,2.25e+08,0,0,2001,2001,1,"SP060001D0486","8516",NA,"",3762,"","97AS","0600",NA,NA,NA,"K","4000","","A",NA,NA,NA,"True",NA,NA,2.25e+08,"2001-04-01 00:00:00.0000000","2001-04-01 00:00:00.0000000",0,0,0,0,0,0,2.25e+08,0,0,24,0,0,0,0,0,0,0
24953212,1,171958.92,171958.92,171958.92,2009,2009,1,"W91QUZ06D0002","0P49",NA,"",100754,"","2100","W912D1",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,171958.92,"2008-11-24 00:00:00.0000000","2008-11-24 00:00:00.0000000",0,0,0,0,0,0,171958.92,171958.92,171958.92,4,0,0,0,0,0,0,0
18501067,503485,6650740,6650740,6650740,2012,2012,1,"HTC71111AR001","9104",NA,"",12354,"","9776","HTC711",NA,NA,NA,"J","000","","F",NA,NA,NA,"True",NA,NA,6650740,"2012-01-31 00:00:00.0000000","2012-01-31 00:00:00.0000000",0,0,0,0,0,0,6650740,6650740,6650740,2,0,0,0,0,0,0,0
487628,6,1583512.15,0,0,2000,2008,0,"","DAAE2000C0061",NA,"",23356,"","2100","",NA,NA,NA,"U","","","C",NA,NA,NA,"False",NA,NA,1583512.15,"2000-07-07 00:00:00.0000000","2008-04-16 00:00:00.0000000",0,0,0,227691,0,0,371305,0,0,NA,0,1,0,0,0,2,1
16599492,41,2400612.15,0,0,2005,2013,1,"GS23F0060K","W911QY05F0088",NA,"",288336,"","2100","W911QY",NA,NA,NA,"","000","","A",NA,NA,NA,"False",NA,NA,2400612.15,"2005-02-24 00:00:00.0000000","2013-09-20 00:00:00.0000000",556392,0,0,646849.92,0,0,45000,0,0,NA,1,1,0,12,1,5,1
3588060,2,225648,0,0,2005,2006,0,"","N6871105C5414",NA,"",23356,"","1700","",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,225648,"2005-03-30 00:00:00.0000000","2006-03-15 00:00:00.0000000",-405,0,0,0,0,0,226053,0,0,NA,0,1,0,1,1,0,0
24560086,1,88400,88400,88400,2007,2007,1,"W56HZV07D0130","0002",NA,"",251265,"","2100","W56HZV",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,88400,"2007-08-29 00:00:00.0000000","2007-08-29 00:00:00.0000000",0,0,0,0,0,0,88400,88400,88400,10,0,0,0,0,0,0,0
8616230,9,4198592.5397,4198592.5397,4198592.5397,2011,2013,0,"","W91LV211C0003",NA,"",23356,"","2100","W91LV2",NA,NA,NA,"J","000","","G",NA,NA,NA,"True",NA,NA,4198592.5397,"2010-11-01 00:00:00.0000000","2013-04-01 00:00:00.0000000",141475.0215,141475.0215,141475.0215,2405075.2682,2405075.2682,707375.0782,1652042.25,1652042.25,3349742.44,NA,0,1,0,2,1,4,1
24934324,1,17463559.1,17463559.1,17463559.1,2007,2007,1,"W91GER07D0001","0001",NA,"",338889,"","2100","W91GER",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,17463559.1,"2007-02-26 00:00:00.0000000","2007-02-26 00:00:00.0000000",0,0,0,0,0,0,17463559.1,17463559.1,17463559.1,1,0,0,0,0,0,0,0
4569700,2,123168,123168,123168,2012,2012,0,"","SPM4A712M5252",NA,"",23356,"","97AS","",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,123168,"2012-02-24 00:00:00.0000000","2012-06-07 00:00:00.0000000",0,0,0,0,0,0,123168,123168,123168,NA,0,1,0,0,0,0,0
24561334,9,30899995.81,30899995.81,30899995.81,2009,2012,1,"W56HZV08D0159","0011",NA,"",151421,"","2100","W56HZV",NA,NA,NA,"J","157","","C",NA,NA,NA,"True",NA,NA,30899995.81,"2009-04-29 00:00:00.0000000","2012-09-06 00:00:00.0000000",0,0,0,2515128.51,2515128.51,2515128.51,28384867.3,28384867.3,28384867.3,NA,0,1,0,0,0,8,1
10072308,2,910386,910386,910386,2010,2011,1,"FA821706D0004","0015",NA,"",74445,"","5700","FA8217",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,910386,"2010-03-05 00:00:00.0000000","2011-03-30 00:00:00.0000000",0,0,0,0,0,0,910386,910386,910386,NA,0,1,0,1,1,0,0
18061716,36,42872572,0,0,2000,2005,1,"GS35F4775G","F1962899F8001",NA,"",364382,"","5700","",NA,NA,NA,"NO","","","A",NA,NA,NA,"",NA,NA,42872572,"1999-11-22 00:00:00.0000000","2004-10-04 00:00:00.0000000",-131660,0,0,28853771,0,0,0,0,0,0,0,1,0,1,1,4,1
18251747,176,1309884.93,1309884.93,1309884.93,2009,2009,1,"HDEC0207D0005","9001",NA,"",257955,"","97AZ","HDEC02",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,1309884.93,"2009-01-01 00:00:00.0000000","2009-01-01 00:00:00.0000000",0,0,0,0,0,0,1309884.93,1309884.93,1309884.93,18,0,0,0,0,0,0,0
25047984,1,5500000,5500000,5500000,2010,2010,1,"W91YTZ06D0007","0008",NA,"",138019,"","2100","W91YTZ",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,5500000,"2009-10-01 00:00:00.0000000","2009-10-01 00:00:00.0000000",0,0,0,0,0,0,5500000,5500000,5500000,5,0,0,0,0,0,0,0
21326761,1,29070.12,29070.12,29070.12,2012,2012,1,"SPM20005D6301","PJ31",NA,"",242913,"","97AS","SPM200",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,29070.12,"2012-05-30 00:00:00.0000000","2012-05-30 00:00:00.0000000",0,0,0,0,0,0,29070.12,29070.12,29070.12,3,0,0,0,0,0,0,0
18105162,30,41549353.29,0,0,2000,2009,1,"GS35F5601H","DABT6000F2218",NA,"",191730,"","2100","",NA,NA,NA,"","","","A",NA,NA,NA,"True",NA,NA,41549353.29,"2000-09-01 00:00:00.0000000","2009-09-01 00:00:00.0000000",3265316,0,0,16687562,0,0,580772,0,0,0,0,1,0,8,1,5,1
18170156,5,18826543,18826543,18826543,2011,2013,1,"H9222207D0015","0069",NA,"",282416,"","97ZS","H92222",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,18826543,"2011-06-22 00:00:00.0000000","2012-12-04 00:00:00.0000000",0,0,0,0,0,0,18826543,18826543,18826543,NA,0,1,0,0,0,1,1
24712155,11,24914845.43,47228833.2,47228833.2,2008,2012,1,"W9124P08D0009","0001",NA,"",89021,"","2100","W9124P",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,24914845.43,"2008-09-19 00:00:00.0000000","2012-01-31 00:00:00.0000000",0,0,0,0,0,0,24393214.25,47228833.2,47228833.2,NA,0,1,0,0,0,1,1
2962609,22,49818176.65,0,0,2002,2010,0,"","N0002402C4032",NA,"",23356,"","","",NA,NA,NA,"","","","A",NA,NA,NA,"True",NA,NA,49818176.65,"2002-02-22 00:00:00.0000000","2010-07-30 00:00:00.0000000",2016415,0,0,32506593,0,0,12400000,0,0,NA,0,1,0,2,1,12,1
9198764,7,6691227,6691227,6691227,2007,2009,1,"DAAH0103D0029","BG1Z",NA,"",226728,"","2100","W15P7T",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,6691227,"2007-07-10 00:00:00.0000000","2008-10-29 00:00:00.0000000",-23569,-23569,-23569,0,0,0,6692608,6692608,6692608,NA,1,1,0,4,1,0,0
10121582,8,8933343.55,8933343.55,8933343.55,2008,2011,1,"FA890304D8709","SK15",NA,"",72013,"","5700","",NA,NA,NA,"J","000","FAIR","D",NA,NA,NA,"True",NA,NA,8933343.55,"2008-03-31 00:00:00.0000000","2011-08-12 00:00:00.0000000",0,0,0,-29486.46,-29486.46,-29486.46,8962830.01,8962830.01,8962830.01,NA,0,1,0,2,1,4,1
24983548,28,9338799.74,9539408.51,9613194.11,2007,2012,1,"W91QUZ07D0004","0001",NA,"",311386,"","2100","W91QUZ",NA,NA,NA,"","000","","A",NA,NA,NA,"False",NA,NA,9338799.74,"2007-09-28 00:00:00.0000000","2012-02-15 00:00:00.0000000",0,0,0,6574075.11,6934745.88,1218048.48,2239058,2242996,8263003,NA,0,1,0,0,0,13,1
2961730,6,11084479,11084479,11084479,2012,2013,0,"","N0001912C0058",NA,"",23356,"","1700","N00019",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,11084479,"2012-05-21 00:00:00.0000000","2013-01-13 00:00:00.0000000",0,0,0,0,0,0,11084479,11084479,11084479,NA,0,1,0,0,0,0,0
20426652,2,280807680,280807680,280807680,2009,2010,1,"SP060009D0467","B001",NA,"",334455,"","97AS","SP0600",NA,NA,NA,"K","000","","A",NA,NA,NA,"True",NA,NA,280807680,"2009-03-24 00:00:00.0000000","2010-05-06 00:00:00.0000000",0,0,0,0,0,0,280807680,280807680,280807680,NA,0,1,0,0,0,0,0
9132577,35,182531116.46,0,0,2006,2012,1,"DAAB0703DB009","0233",NA,"",6691,"","","",NA,NA,NA,"Y","000","FAIR","A",NA,NA,NA,"False",NA,NA,182531116.46,"2006-07-14 00:00:00.0000000","2012-06-06 00:00:00.0000000",0,0,0,0,0,0,3e+06,0,0,NA,0,1,0,2,1,3,1
24941604,113,42009160.01,42009160.01,42009160.01,2006,2006,1,"W91GY006D6001","0601",NA,"",164628,"","2100","W91GY0",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,42009160.01,"2006-01-01 00:00:00.0000000","2006-01-01 00:00:00.0000000",0,0,0,0,0,0,42009160.01,42009160.01,42009160.01,2,0,0,0,0,0,0,0
20419385,1,137926223,0,0,2004,2004,1,"SP060004D0456","8518",NA,"",240910,"","97AS","0600",NA,NA,NA,"K","000","","A",NA,NA,NA,"True",NA,NA,137926223,"2003-12-15 00:00:00.0000000","2003-12-15 00:00:00.0000000",0,0,0,0,0,0,137926223,0,0,13,0,0,0,0,0,0,0
3170444,14,8856259.4793,12137506.5791,15738500.5083,2011,2013,0,"","N0018911C0028",NA,"",23356,"","1700","N00189",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,8856259.4793,"2011-04-29 00:00:00.0000000","2013-09-27 00:00:00.0000000",0,0,0,1478432.605,10650269.01,0,1460694.95,1460694.95,15685415.27,NA,0,1,0,0,0,4,1
8572171,1,716000,716000,716000,2007,2007,0,"","W91GET07M0567",NA,"",23356,"","2100","W91GET",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,716000,"2007-05-05 00:00:00.0000000","2007-05-05 00:00:00.0000000",0,0,0,0,0,0,716000,716000,716000,1,0,0,0,0,0,0,0
1178371,142,122944882.545,236251181.8,208468350.8,2001,2013,0,"","F2960101C0242",NA,"",23356,"","","",NA,NA,NA,"U","000","","A",NA,NA,NA,"False",NA,NA,122944882.545,"2001-08-31 00:00:00.0000000","2013-08-07 00:00:00.0000000",4844056,0,0,33629587.965,79869619,77510864,1330755,16859738,16859738,NA,0,1,0,3,1,29,1
20416413,1,28400000,0,0,2002,2002,1,"SP060002D0540","8060",NA,"",339720,"","97AS","0600",NA,NA,NA,"K","4000","","A",NA,NA,NA,"True",NA,NA,28400000,"2002-09-06 00:00:00.0000000","2002-09-06 00:00:00.0000000",0,0,0,0,0,0,28400000,0,0,27,0,0,0,0,0,0,0
18691765,3,467000,0,0,2003,2004,1,"N0002499D4056","0123",NA,"",315947,"","1700","BW21F",NA,NA,NA,"U","","","A",NA,NA,NA,"False",NA,NA,467000,"2003-09-26 00:00:00.0000000","2004-05-17 00:00:00.0000000",0,0,0,0,0,0,125000,0,0,NA,0,1,0,0,0,0,0
8517802,7,5845989,0,0,2005,2007,0,"","W917PM05C0011",NA,"",23356,"","2100","W917PM",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,5845989,"2005-05-01 00:00:00.0000000","2007-05-16 00:00:00.0000000",162156,0,0,7e+05,0,0,4983833,0,0,NA,0,1,0,5,1,1,1
8295849,97,24134631,24134631,24134631,2010,2010,0,"","W912CM10ZU004",NA,"",23356,"","2100","W912CM",NA,NA,NA,"K","000","","B",NA,NA,NA,"True",NA,NA,24134631,"2009-10-01 00:00:00.0000000","2010-07-28 00:00:00.0000000",0,0,0,0,0,0,6878771,6878771,6878771,NA,0,1,0,0,0,0,0
19510415,1,2373262,0,0,2004,2004,1,"NMA30203D0005","5027",NA,"",130732,"","97AB","HM1574",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,2373262,"2004-07-29 00:00:00.0000000","2004-07-29 00:00:00.0000000",0,0,0,0,0,0,2373262,0,0,1,0,0,0,0,0,0,0
20419389,1,39560703,0,0,2004,2004,1,"SP060004D0460","8515",NA,"",74146,"","97AS","0600",NA,NA,NA,"K","000","","A",NA,NA,NA,"True",NA,NA,39560703,"2003-12-12 00:00:00.0000000","2003-12-12 00:00:00.0000000",0,0,0,0,0,0,39560703,0,0,13,0,0,0,0,0,0,0
